"RegionName","City","State","Metro","CountyName","SizeRank","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09"
"60657","Chicago","IL","Chicago","Cook",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75089073634204,1.74719101123595,1.70454545454545,1.75,1.77931034482759,1.62280701754386,1.8,1.83229166666667,1.88535353535354,1.86,1.8,1.72307692307692,1.7,1.675,1.70714285714286,1.71464285714286,1.76,1.79857142857143,1.80277777777778,1.88181818181818,1.95833333333333,1.93333333333333,1.87096774193548,1.80982142857143,1.81428571428571,1.79,1.83,1.864375,1.89,1.99375,1.97936170212766,1.97029411764706,1.99,1.99,1.88535714285714,1.85
"60614","Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,2.2,2.36026615969582,2.10526315789474,2.09761904761905,2.1263775971093,2.14807692307692,2.2,2.14688466470544,2.06412825651303,2.08523302938197,1.99833333333333,2.0625,2.08456393793472,2.14142857142857,2.12829605963791,2.12,2.11602564102564,2.11819852941176,2.11180555555556,2.07692307692308,2.10285132382892
"94109","San Francisco","CA","San Francisco","San Francisco",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.51879521750552,4.66666666666667,4.46969696969697,4.44074074074074,4.44444444444444,4.54632447887844,4.58762886597938,4.65616045845272,4.5644978862271,4.37249678094032,4.44388014220416,4.44444444444444,4.51815820071216,4.58793208004851,4.79807692307692,4.58957219251337,4.58762886597938,4.82456140350877,4.89788823074942,4.95750708215297,4.8365617433414,4.95750708215297,4.95750708215297,4.91468948107503,4.51943345323741,4.63542096219931,4.99107142857143,4.95750708215297,4.72222222222222,4.77564102564103,4.74652777777778,4.85714285714286,4.82638888888889,4.40375825292026,4.36151079136691,4.4441622933243,4.53735011990408,4.4441622933243,4.5,4.695,4.77547619047619,4.66024340770791,4.55248691099476,4.83822115384615,4.58135860979463,4.60317930489731,4.58647292692162
"11375","New York","NY","New York","Queens",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40909090909091,2.395,2.36363636363636,2.4375,2.43478260869565,2.41788321167883,2.44722222222222,2.45643939393939,2.38194444444444,2.34741379310345,2.33333333333333,2.28812741312741,2.38709677419355,2.29431909750201,2.33125,2.28846153846154,2.33333333333333,2.35714285714286,2.33333333333333,2.33333333333333,2.37883333333333,2.375,2.37883333333333,2.43027777777778,2.42928571428571,2.375,2.4,2.43303571428571,2.45833333333333,2.40909090909091,2.44222222222222,2.44994438264739,2.46428571428571,2.45454545454545
"60618","Chicago","IL","Chicago","Cook",5,,,,,,,,,,,,,,,,,1.2,1.32843137254902,1.28571428571429,1.29943609022556,1.32122807017544,1.32324561403509,1.25925925925926,1.24375,1.325,1.10731907894737,1.2,1.26090909090909,1.2975,1.30769230769231,1.3,1.32647228637413,1.28392857142857,1.29705882352941,1.3,1.28,1.3,1.3,1.31742424242424,1.5,1.38888888888889,1.42857142857143,1.44444444444444,1.33333333333333,1.3217039800995,1.24038461538462,1.25,1.33333333333333,1.35357142857143,1.2,1.39087301587302,1.4,1.4,1.44444444444444,1.43944444444444,1.4,1.40208333333333,1.4,1.4,1.40625,1.4,1.45,1.476,1.44,1.46842105263158,1.55,1.50980392156863,1.5125,1.454375,1.36363636363636,1.45,1.46875,1.48204761904762,1.5,1.5,1.5,1.475,1.47171052631579,1.45,1.40625
"10029","New York","NY","New York","New York",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28165217977225,5.21246358718269,5.29411764705882,5.17567427102139,5.38000738616615,5.49019607843137,5.52558782849239,5.49019607843137,5.52558782849239,5.1698670605613,5.15463917525773,5.02599653379549,5.02599653379549,4.625,4.57559681697613,4.59823254455156,4.92124061178714,4.92124061178714
"60613","Chicago","IL","Chicago","Cook",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65771715721464,1.65357142857143,1.65714285714286,1.50454545454545,1.58823529411765,1.65,1.7,1.7,1.68798076923077,1.63,1.64365717821782,1.64791666666667,1.66055555555556,1.746875,1.77272727272727,1.7,1.7,1.7257053291536,1.78620689655172,1.785960591133,1.74375,1.694375,1.658125,1.67427701674277,1.67776350837139,1.695,1.88611111111111,1.88888888888889,1.82916666666667,1.86875,1.82554347826087,1.8375,1.73952205882353,1.71661676646707
"20009","Washington","DC","Washington","District of Columbia",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.60555555555556,3.33333333333333,3.42857142857143,3.40714285714286,3.42142857142857,3.42142857142857,3.5,3.56428571428571,3.77777777777778,4.07142857142857,4.02439024390244,3.96666666666667,3.97745098039216,4.23529411764706,4.14162895927602,4.2,4.16666666666667,4.16666666666667,4.16666666666667,4.17178542178542,4.21160560138116,4.27058823529412,4.43076923076923,4.43076923076923,4.42669683257919,4.40361990950226,4.47692307692308,4.37647058823529,4.42241586538462,4.47692307692308,4.62818181818182,4.8,4.88894736842105,4.61818181818182,4.47692307692308,4.54916666666667,4.47692307692308,4.47692307692308,4.68923007109363,4.47692307692308,4.43312655086849,4.29579831932773,4.08834586466165,4.18865546218487,4.07142857142857,3.88945578231293,3.97350993377483,4.23177083333333,4.13636363636364
"60625","Chicago","IL","Chicago","Cook",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3921188630491,1.41666666666667,1.3875,1.37041742286751,1.36363636363636,1.42053571428571,1.45,1.41666666666667,1.49375,1.52,1.50602409638554,1.50273224043716,1.55277777777778,1.65,1.61111111111111,1.425,1.44166666666667,1.41741071428571,1.45138888888889,1.57008547008547,1.5625,1.58442546583851,1.621875,1.64861111111111,1.73781702898551,1.7,1.7
"11209","New York","NY","New York","Kings",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93333333333333,1.96428571428571,2,2.11860613810742,2.16391233005157,2.07746478873239,1.971875,1.99857142857143,2.04827586206897,2.06206896551724,2.05555555555556,2.1252688172043,2.06666666666667,2.10526315789474,2.2,2.07317073170732,2.2,2.0625,2.02173913043478,2.14334085778781,2.08333333333333,2.16910966340934,2.3617389922111,2.33333333333333,2.32352941176471,2.33333333333333,2.30769230769231,2.27073863636364,2.26666666666667,2.3
"07030","Hoboken","NJ","New York","Hudson",11,,,,,,,,,,,,,,,,,,,,,,,,2.87782969885774,2.79166666666667,2.75,2.76134122287968,2.85256088165344,2.9,2.90238095238095,3,2.91666666666667,2.9,2.90322580645161,2.88888888888889,2.875,2.83333333333333,2.83300198807157,2.82964734674917,2.83333333333333,2.89738292011019,2.99717247879359,3.00673249551167,3.01813515239793,3.01296111665005,3,2.87637698898409,2.83687943262411,2.85565939771547,2.83333333333333,2.80612244897959,2.82730263157895,2.77415009940358,3.01243370561955,2.92361635559392,2.80612244897959,2.85,2.88367685382611,3,2.85714285714286,3.14069264069264,3.00226586102719,3,2.9287691749115,2.90705913226032,2.85954776053175,3,2.85,2.8,2.9,2.8,2.85282969885774,3,3.20833333333333,3.18595578673602,3.125,3.125,3.10173697270471,3.125,3.10173697270471
"33160","Sunny Isles Beach","FL","Miami-Fort Lauderdale","Miami-Dade",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.875,1.9570023902651,2,2,2.09401709401709,1.96078431372549,2,2.0132645541636,1.97183098591549,1.95185426154847,1.95567144719687,2.12086658287455,1.94160269791829,1.96022727272727,2,1.96300490751227,2.11965358784023,2.06587042177845,1.97283072018978,1.94916040611448,2.27848101265823,2.46383067786411,2.42306640583917,2.28981544771018,2.2701928872815,2.33889197888675,2.29049800234069,2.32479664719125
"33139","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",13,,,,,,,,,,,,,,,,,,,,,,2.18238391022237,2.1898230239378,2.12611607142857,2.40331010452962,2.49186871673566,2.5,2.5,2.45454545454545,2.86885245901639,2.87234042553191,2.70844618996027,2.64350453172205,2.65114054483581,2.65448842283913,2.63888888888889,2.65743991144845,2.64119671030547,2.66666666666667,2.73573923166473,2.66240681576145,2.7374686716792,2.75369780939899,2.75162925416365,2.7027027027027,2.73455365232774,2.80637090825084,2.78233151183971,2.76122680266327,2.82752120640905,2.78629976580796,2.66666666666667,2.72206303724928,2.75459290427905,2.77227722772277,2.72902097902098,2.78944911297852,2.79473684210526,2.77075399847677,2.86166581327872,2.84630620469582,2.85714285714286,2.80112044817927,2.77227722772277,3,2.90909090909091,2.85714285714286,2.80438340210636,3.02248856778936,3.00200133422282,2.86474164133739,2.82752120640905,2.8770706190061,2.89859813084112,2.9353478247725,3,2.92812777284827,2.95728945178885,2.92642140468227,2.97619047619048
"11377","New York","NY","New York","Queens",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37254901960784,2.35357142857143,2.47579767947788,2.4,2.32142857142857,2.35357142857143,2.25641025641026,2.5,2.53478260869565,2.48062015503876,2.5,2.5,2.5,2.42142857142857,2.44722222222222,2.4
"10019","New York","NY","New York","New York",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.39614243323442,5.38621286377012,5.34124629080119,5.31060606060606,5.36713069908815,5.33333333333333,5.33758735946521,5.42909090909091,5.4336383125335,5.3968389681454,5.40335157318741,5.41517705141301,5.39485484116127,5.34880914065015,5.33320990806946,5.30994220556076,5.26349614395887,5.31451612903226,5.29598662207358,5.34171291658255,5.45534407027818,5.46546546546547,5.35608308605341,5.40082079343365,5.32142857142857,5.31060606060606,5.26798307475317,5.32258478931141,5.2415210688592,5.18272425249169,5.33333333333333,5.28919516394084,5.31696428571429,5.27859237536657,5.41495585126228,5.44444444444444,5.44545454545455,5.38462075848303,5.32142857142857
"78704","Austin","TX","Austin","Travis",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70035149384886,1.69948186528497,1.67560321715818,1.64992621077959,1.6,1.57321428571429,1.57124518613607,1.58527131782946,1.58333333333333,1.52208931419458,1.38964577656676,1.40647190099412,1.41807348560079,1.38964577656676,1.42481203007519,1.6,1.47813698724816,1.54285714285714,1.55263157894737,1.57407407407407,1.73485240807872,1.58794162826421,1.59307359307359,1.56086956521739,1.5,1.45255063765941,1.45161290322581,1.56760772659733,1.46842105263158,1.60131032278683,1.59595238095238,1.46842105263158,1.43168016194332,1.46842105263158,1.59198113207547,1.45,1.55809967885375,1.50569490131579,1.56428571428571,1.50232018561485,1.44618863049096,1.49539877300613,1.51162790697674,1.60803910125474,1.66758241758242,1.73863636363636,1.62704309063893,1.58522727272727,1.56428571428571,1.5952380952381
"11355","New York","NY","New York","Queens",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17391304347826,2.19923034506926,2.02300405953992,1.86111111111111,1.95813375092115,1.98275862068966,2.18518518518519,2.28129537613066,2.325,2.3014440433213,2.16316440049444,2.22361111111111,2.17391304347826,2.27272727272727,2.33333333333333,2.16316440049444,2.06502636203866,2.06502636203866,2.08728067309856,2.04717476336421,2.04604266599344,2.16451742897441,1.86005314437555,2.07436890418818,2.27777777777778,2.12019230769231,2.3598820058997,2.41038732394366,2.375,2.4,2.4,2.52777777777778,2.5
"11215","New York","NY","New York","Kings",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18181818181818,3.14642857142857,3.125,3.15789473684211,3.15514993481095,3.14285714285714,3.09090909090909,3.25,3.26086956521739,3.23529411764706,3.19444444444444,3.1875,3.21644960804522,3.27349768875193,3.17338022165388,3.28571428571429,3.2,3.16954022988506,3.08769841269841,3.22222222222222,3.25643380603407,3.3125,3.33333333333333,3.375,3.375,3.33333333333333,3.30360422405877,3.32988888888889
"33025","Miramar","FL","Miami-Fort Lauderdale","Broward",19,,,,,,,,,,,,1.2448132780083,1.22511485451761,1.21111111111111,1.22511485451761,1.22511485451761,1.19175107947728,1.21414424590876,1.2,1.20593692022263,1.158459142104,1.1759170347609,1.20814375226491,1.18110236220472,1.21875,1.25588697017268,1.22156697556866,1.25588697017268,1.19867158511132,1.24256718124643,1.24,1.22366853836992,1.23456790123457,1.23743898937697,1.22906144781145,1.25597210715272,1.2620953012038,1.26315789473684,1.26262626262626,1.24875,1.22403560830861,1.23244143093224,1.26301297817377,1.27952755905512,1.27952755905512,1.30278526504942,1.30443322109989,1.29068462401796,1.29068462401796,1.30687318489835,1.30382259108845,1.30581297388374,1.27428154602502,1.26156433978133,1.26262626262626,1.26156433978133,1.27952755905512,1.375,1.375,1.34877888732239,1.37341318591319,1.39728717573986,1.38888888888889,1.38888888888889,1.36195008618751,1.37055837563452,1.34112562566163,1.27272727272727,1.38888888888889,1.39461686464782,1.34885444743935,1.4,1.41414141414141,1.38693270735524,1.38488137766786,1.40845070422535,1.43549311926605,1.46219668734362,1.40826952526799,1.27638798334922
"60610","Chicago","IL","Chicago","Cook",20,,1.99952380952381,2.0231593038822,2.04022988505747,2.06882239382239,2.11494252873563,2.10833333333333,2.12987012987013,2.11622474747475,2.07647058823529,2.07647058823529,2.10238095238095,2.11764705882353,2.12844036697248,2.09861111111111,2.3,2.30588235294118,2.32142857142857,2.39375,2.35909090909091,2.33943427620632,2.33943427620632,2.31331168831169,2.41098169717138,2.40304487179487,2.3375742809603,2.39583333333333,2.37367816091954,2.41379310344828,2.34666666666667,2.30972222222222,2.28299387081565,2.21798136645963,2.19108280254777,2.2757881773399,2.2757881773399,2.29931972789116,2.30125523012552,2.31397727272727,2.32261024882976,2.35013623978202,2.4338051623647,2.32503423354888,2.3278463648834,2.33875338753388,2.35452338359315,2.3546511627907,2.26993006993007,2.44383270896176,2.26315151515151,2.30972222222222,2.36467613319465,2.36295768528337,2.37420914635305,2.33501344086022,2.31324110671937,2.29511980700033,2.32622304473769,2.28169014084507,2.28273561301084,2.46651565216532,2.32942817294282,2.27586206896552,2.39,2.39285714285714,2.50883678428278,2.32526150627615,2.27364532019704,2.35047619047619,2.26214285714286,2.2742946708464,2.34925854905721,2.5578231292517,2.52916666666667,2.68333333333333,2.41,2.35,2.47619047619048,2.5,2.39285714285714
"33009","Hallandale","FL","Miami-Fort Lauderdale","Broward",21,,,,,,,,,,,,,,,,,,1,1.07456470470169,1.0989010989011,1.01482815000348,1.12068965517241,1.14214285714286,1.02796628814162,1.03378378378378,1.12,1.1304347826087,1.20689655172414,1.18526785714286,1.19047619047619,1.24094202898551,1.30285898143041,1.29095421952565,1.29411764705882,1.28205128205128,1.26220373567729,1.25523012552301,1.25261506276151,1.25261506276151,1.3,1.28571428571429,1.33943572066896,1.31666666666667,1.44704433497537,1.39542253521127,1.33333333333333,1.33333333333333,1.37061403508772,1.42641843971631,1.47787610619469,1.33333333333333,1.28834355828221,1.21621621621622,1.39202079846259,1.47058823529412,1.33333333333333,1.23076923076923,1.44444444444444,1.5,1.53677462887989,1.4087698909351,1.40032679738562,1.28026142580937,1.3797514619883,1.37096774193548,1.35265972417675,1.38297872340426,1.42857142857143,1.53571428571429,1.51687116564417,1.5929203539823,1.53005464480874,1.47783251231527,1.53893520272831,1.50632911392405,1.66256157635468,1.63540706900082,1.61111111111111,1.68801253187528,1.75
"60611","Chicago","IL","Chicago","Cook",22,,,2.16370106761566,2.17788461538462,2.27979274611399,2.30320284697509,2.27727272727273,2.33434959349594,2.33630952380952,2.34234234234234,2.33266666666667,2.32978687978688,2.31290322580645,2.33136655011655,2.57839721254355,2.61274265803883,2.51829268292683,2.48772266204849,2.48271276595745,2.53439085518675,2.47596153846154,2.4411621001992,2.43066884176183,2.45625654107797,2.46116138763198,2.41078509119746,2.50193199381762,2.55309959349593,2.59274193548387,2.58986928104575,2.55,2.50203915171289,2.48844884488449,2.42007926023778,2.46341463414634,2.48552873371199,2.50444299786673,2.54517354596623,2.59863945578231,2.73946338311861,2.70225563909774,2.73429951690821,2.66574813775235,2.613196814562,2.5609375,2.57997647750662,2.5523626138517,2.59822426623231,2.81184103811841,2.76113256113256,2.776996687523,2.75748721694668,2.79192546583851,2.7713287250384,2.71540871821771,2.72147239263804,2.71695446210269,2.76923076923077,2.63568181818182,2.63436201338029,2.63536776212833,2.70161290322581,2.72026209677419,2.70416666666667,2.76961538461538,2.73,2.74301675977654,2.69444444444444,2.75373711340206,2.69099462365591,2.66939542518954,2.69032258064516,2.72026209677419,2.87287414965986,2.89285714285714,2.76923076923077,2.76130952380952,2.76881720430108,2.90604166666667,2.695991582663
"07093","West New York","NJ","New York","Hudson",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04861111111111,2.07547169811321,2.04861111111111,2.06551724137931,2.05473762941385,2.17013888888889,2.1875,2.24382946896036,2.37559774964838,2.08893280632411,2.41747809152872,2.47189679218968,2.72288478847885,2.56623931623932,2.66630901287554,2.23794117647059,2.08333333333333,2.17272727272727,2.11493055555556,2.14417808219178,2.1875,2.35294117647059,2.2469512195122,2.16666666666667,2.18011363636364,2.13557692307692,2.13827174929841,2.25856514222851,2.19708333333333,2.36363636363636,2.14520440251572,2.14884867237533,2.13452380952381
"11372","New York","NY","New York","Queens",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.48275862068966,2.49137931034483,2.57142857142857,2.5,2.57142857142857,2.5,2.45454545454545,2.45762711864407,2.5,2.55172413793103,2.46666666666667,2.5,2.46666666666667,2.44895833333333,2.4,2.39565217391304,2.38920056100982,2.375,2.4,2.41376811594203,2.25228310502283,2.29166666666667,2.38769230769231,2.29910714285714,2.39583333333333,2.296875,2.33333333333333,2.25,2.40442307692308,2.5,2.36111111111111,2.42857142857143,2.45454545454545,2.45123106060606,2.47586206896552,2.42857142857143
"10701","Yonkers","NY","New York","Westchester",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92002012072435,1.8,1.88492063492063,1.89457338999673,1.86666666666667,1.8944099378882,1.8935516888434,1.90132129896715,1.96825396825397,1.98525798525799,2.02702702702703,2.04965795353678
"60616","Chicago","IL","Chicago","Cook",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,2.1725,2.09074889867841,2.2232734153264,2.22222222222222,2.25665859564165,2.10810810810811,2.05125,2.07299657534247,2.2724924424723,2.24005681818182,2.00961538461538,2.14380902777778,2.17841385843822,2.21071863580999,2.26527909687858,2.35604017975152,2.36093143596378,2.33333333333333,2.33333333333333,2.26614620298084,2.44877049180328,2.1875,2.0443281938326,2.11558441558442,1.93838531187123,1.915,1.8839367816092,1.82557841251048,2.1136563876652,1.90701923076923,2.08623995853848,1.92567567567568,2.1136563876652,2.04527919401204,2.03594442881449,2.03351955307263,2.05882352941176,1.84918356272508,2.03744493392071,1.95796451382079
"07302","Jersey City","NJ","New York","Hudson",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48125,2.90222222222222,3.01273885350318,2.99586776859504,2.96296296296296,2.96108291032149,2.88135593220339,2.85714285714286,2.90047169811321,2.94144854981771,2.95387541782982,2.95930949445129,2.99,2.9804173921821,2.98148648648649,2.93458781362007,2.96717318176546,2.93458781362007,2.9339605734767,2.93458781362007,2.93458781362007,2.92299349240781,2.92299349240781,2.95,3,2.995,3.00862068965517,2.96717318176546,2.9358253753415,2.91666666666667,2.93458781362007,2.99,2.99,2.99,3.01724137931034,3,2.99,3.00862068965517,3.03571428571429,3.04195402298851,3.07528735632184,3.15789473684211,2.97086148648649,2.93458781362007,3,3.125,2.99444444444444,3.00862068965517,3.125,3.17348377997179,3.55990783410138,3.11004784688995,3.14114603506362
"60622","Chicago","IL","Chicago","Cook",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61875,1.74747474747475,1.67857142857143,1.6,1.68990384615385,1.78571428571429,1.79611650485437,1.66111111111111,1.86875,1.79166666666667,1.74166666666667,1.8,1.84264705882353,1.9047619047619,2,1.69230769230769,1.875,1.73076923076923,1.66666666666667,1.7975,1.73611111111111,1.83333333333333,1.8,1.76176470588235,1.77272727272727,1.78571428571429,1.75,1.70588235294118,1.67857142857143
"60660","Chicago","IL","Chicago","Cook",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56666666666667,1.58766666666667,1.60714285714286,1.598,1.56666666666667,1.51920289855072,1.52753623188406,1.53170289855072,1.56467642526965,1.51711956521739,1.61294642857143,1.60128205128205,1.56517857142857,1.5967365967366,1.595,1.5,1.66666666666667,1.68181818181818,1.59815705128205,1.683,1.61904761904762,1.6875,1.80368442539294,1.75,1.74375,1.69166666666667,1.65505952380952,1.75,1.825
